domain,subdomain,source_id,source_doc,source_lang,target_lang,direction,source_text,target_text,sentence_type,sentence_type_fine
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0000055,Fijian-English_Dictionary.txt,fj,en,fj->en,baigani,"(hindi) n. eggplant, an introduced food in areas of indian influence. idiom: e sega ni dua na nomu baigani. it is none of your business. “baini” (hindi “sister”) n. form of address speaking to a mature indian woman. “baiya” (hindi “brother”) n. form of address to an indian man.",short,statement
legal,constitution,constitution|8(3)(i),constitution - itaukei.txt,fj,en,fj->en,na kena yalani ena vakatabakidua ena kena gadrevi ena gauna ni tikoleqa vakamatanitu; kei na,"the right to be free from hate speech, whether directed against individuals or groups; and",medium,legal_clause
definition,definition,definition|000183,definition.xlsx::Sheet1,fj,en,fj->en,i liu,ahead,short,headword
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0001438,Fijian-English_Dictionary.txt,fj,en,fj->en,cessfully,"attacked by vueti, from verata, a champion for degei. vueti late became the first roko tui bau, and founder of super-tribe vusaratu of kubuna territory . thunder has been attributed to degei moving about in his nakauvadra cave. offerings were left at that cave.",short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0008955,Fijian-English_Dictionary.txt,fj,en,fj->en,vutu,are also fruiting. misimisi is ripe.,short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0003952,Fijian-English_Dictionary.txt,fj,en,fj->en,manulevu,"n. swamp harrier, pacific harrier, circus approximans. common, now extended to tonga,",short,statement
legal,constitution,constitution|8(a),constitution - eng.txt,en,fj,en->fj,"for the purpose of executing the sentence or order of a court, whether handed down or made in fiji or elsewhere, in respect of an offence of which the person had been convicted;",ena inaki ni kena sa vakayacori na vakatulewa ni mataveilewai e viti se dua tale na vanua ena vuku ni cala vakalawa;,long,legal_clause
bible,genesis,bible|genesis|017|018,bible_genesis_verse__en2fj.csv,en,fj,en->fj,"and abraham said unto god, o that ishmael might live before thee!","sa qai vosa o eparaama vua na kalou ka vaka: ""isa, me bula talega o isimeli e matamuni! """,medium,statement
legal,constitution,constitution|90(3),constitution - itaukei.txt,fj,en,fj->en,na mataveilewai e cake e tu vua na kaukauwa me rogoca na kisi taucoko me vaka e virikotori ena yavunivakavulewa qo se na lawa tabaki tale e so.,the high court has unlimited original jurisdiction to hear and determine any civil or criminal proceedings under any law and such other original jurisdiction as is conferred on it under this constitution or any written law.,long,legal_clause
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0002086,Fijian-English_Dictionary.txt,fj,en,fj->en,gavu,"adj . off-condition, pale, weak, worn out, dirty, of people or materials such as clothes, matting, barkcloth. gavugavu cowardly.",short,statement
bible,genesis,bible|genesis|046|028,bible_genesis_verse__en2fj.csv,en,fj,en->fj,"and he sent judah before him unto joseph, to direct his face unto goshen; and they came into the land of goshen.","sa vakatalai juta yani e liu o jekope vei joseva, me dusimaka vei ira na sala ki koseni. era sa lako mai ki na vanua o koseni.",medium,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0006748,Fijian-English_Dictionary.txt,fj,en,fj->en,accomplishing,little). vakatatalo-taka na cakacaka go through the motions of work. dakai ni,short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0007284,Fijian-English_Dictionary.txt,fj,en,fj->en,tubua,". n. edible vegetable plant, amaranthus sp., probably an aboriginal introduction of polynesians or proto-polynesians, semi-wild, a virtual weed, the leaves cooked and eaten by coastal fij ians (not highlanders), and also by indians, who introduced their own varieties and cultivate them. syn. moca , driti. (hindi) chauraiya. interestingly, some amaranthus species yield edible seeds, a common food in africa but no grain was every grown or eaten as a basic food by fijians before the introduction of rice. tubua . adj . overgrown with weeds, of a garden or path. idiom: sa tubua na sala ki na nona koro. he/she no longer visits the village. i.e., has not maintained",short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0003892,Fijian-English_Dictionary.txt,fj,en,fj->en,malo,"n. chiefly title in a few areas of early polynesian influence, such as kaba at the tailevu coast, and also at vatoa island. malo! (lau) greetings! or good ! or thanks ! or good-bye ! receiving such a greeting, one reponds with the same word.",short,statement
medical,screening_clinic,medical|screening_clinic|0f7ef7295d23,ocr_txt_bundle::screening_clinic,en,fj,en->fj,Workers with symptoms can attend a screening clinic to obtain a medical certificate.,O ira na tamata cakacaka e vakila na ivakatakilakila era rawa ni gole ki na screening clinic mera taura kina na ivola ni tauvimate.,medium,symptom
bible,genesis,bible|genesis|043|013,bible_genesis_verse__fj2en.csv,fj,en,fj->en,"""dou kauti tacimudou talega, ka lako yani vua na tamata.","take also your brother, and arise, go again unto the man:",medium,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0006757,Fijian-English_Dictionary.txt,fj,en,fj->en,tataro,"v. to intercede, as in a dispute between others, and by ext., to flag down a passing vehicle, to hitchhike or catch a bus. to stop a car or bus one pats the air with an extended and lowered arm, raising it no higher than the waist. (it would be rude or threatening to show a raised hand.) tataro motoka v. to wave down a car, to hitch-hike.",short,statement
legal,constitution,constitution|88(4),constitution - itaukei.txt,fj,en,fj->en,"ena kena vakatulewataki na vakacegui ni peresitedi, na palimedi me na vakatulewa vakamatau ka salavata na ivakasala ni mataveivaqaqai kei na matabose ni bula.","in deciding whether to remove the president from office, parliament must act in accordance with the advice given by the tribunal or the medical board, as the case may be.",long,legal_clause
definition,definition,definition|000604,definition.xlsx::Sheet1,en,fj,en->fj,brother,taci-,short,headword
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0002345,Fijian-English_Dictionary.txt,fj,en,fj->en,not,"polite in formal conversation). kaicolo highland people (of viti levu). kai vata fellow countryman. kaivalagi european. kaiidia indian. kai jiaina chinese. kai mereke american,",short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0008272,Fijian-English_Dictionary.txt,fj,en,fj->en,vakavuna,"v. to cause. vunau, vunauca, vunautaka v. to preach. vunauca na vavakoso preach to the congregation. vunautaka na tevoro. preach about the devil(s). siga vunau (lau) wedneday.",short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0007192,Fijian-English_Dictionary.txt,fj,en,fj->en,tomanivei,"n. name of highest mountain in fij i, m, near nadarivatu in central viti levu, named mt.",short,statement
bible,genesis,bible|genesis|038|019,bible_genesis_verse__en2fj.csv,en,fj,en->fj,"and she arose, and went away, and laid by her vail from her, and put on the garments of her widowhood.","sa tucake ka lako yani, sa veisautaka na nona i sulu ka dara tale na nona i sulu vakayada.",medium,statement
bible,genesis,bible|genesis|041|013,bible_genesis_verse__en2fj.csv,en,fj,en->fj,"and it came to pass, as he interpreted to us, so it was; me he restored unto mine office, and him he hanged.","""sa yaco me vaka sa vakabalebaletaka vei keirau. au sa vakatikori lesu tale, o koya ka dua sa vakakukunataki. """,medium,statement
bible,genesis,bible|genesis|048|011,bible_genesis_verse__en2fj.csv,en,fj,en->fj,"and israel said unto joseph, i had not thought to see thy face: and, lo, god hath shewed me also thy seed.","sa tukuna vei joseva, ""au sega ni kila, ni'u na raica tale na matamu, na kalou sa vakaraitaka talega vei au na nomu kawa! """,medium,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0000164,Fijian-English_Dictionary.txt,fj,en,fj->en,teachers,"at roman catholic schools are referred to as brother. outside the various denominations, in",short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0003167,Fijian-English_Dictionary.txt,fj,en,fj->en,kui,"n. current (river, sea). kui, kuitaka v. to flow (current of water), carry or sweep along with the current, as with a piece of",short,statement
bible,genesis,bible|genesis|024|027,bible_genesis_verse__en2fj.csv,en,fj,en->fj,"and he said, blessed be the lord god of my master abraham, who hath not left destitute my master of his mercy and his truth: i being in the way, the lord led me to the house of my master's brethren.","sa tukuna, ""me vakalouvinakataki na kalou o jiova nei eparaama, o koya sa sega ni vakawaletaka na nona loloma kei na nona dina vua na noqu turaga. ni sa tuberi au mai o jiova ki na vale nei koya na taci noqu turaga. """,long,statement
legal,constitution,constitution|123(i),constitution - eng.txt,en,fj,en->fj,"objectivity, impartiality and fair competition; and","veitalanoa raraba, kua ni vakatabakidua, ka me valataki vakasavasava; kei na",medium,legal_clause
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0003426,Fijian-English_Dictionary.txt,fj,en,fj->en,remains,"somewhat open). the word may be used as a reproach to a girl who is not sitting properly, having her panties exposed.",short,statement
definition,definition,definition|000107,definition.xlsx::Sheet1,en,fj,en->fj,addicted to kava,daugunuyaqona,short,example
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0007825,Fijian-English_Dictionary.txt,fj,en,fj->en,are,applied medicinally to wounds and sores. vauvau ni valagi is the term often used for the,short,statement
idiom,idiom_literal,idiom|idioms|000040|literal,Fijian Idioms - Copy.txt,fj,en,fj->en,tamata curu-suka,[Literal Translation:person entering in and out] [Meaning:An offender who is regularly in and out of prison.],short,idiom_literal
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0008872,Fijian-English_Dictionary.txt,fj,en,fj->en,stone,"foundation in place. chiefly residences are referred to by the name of their house-site, and the",short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0007314,Fijian-English_Dictionary.txt,fj,en,fj->en,assistants who help guide him in allocation,acceptable portions. idiom: wasewase o tuirara. said of one who keep s a large portion for himself when his duty was to divide the portions into fair shares. wase divide. syn. votavota vaka tuirara. vota v. to share out. tuirara . n . local warden of the methodist church.,short,statement
legal,constitution,constitution|102(6),constitution - itaukei.txt,fj,en,fj->en,"na matabose e rawa ni vakalawataka na nona ituvatuva ni veiqaravi, rawa tale ga ni vakadavora e so na lewa se lawasau e gadrevi ena kena cicivaki na kena itavi.",the commission may regulate its own procedure and may make such rules and regulations as it deems fit for regulating and facilitating the performance of its functions.,long,legal_clause
legal,constitution,constitution|150(14)(d),constitution - eng.txt,en,fj,en->fj,to issue currency; and,vota na ilavo; kei na,short,legal_clause
bible,genesis,bible|genesis|004|002,bible_genesis_verse__fj2en.csv,fj,en,fj->en,"sa vakasucu tale, oqo sa sucu o epeli na tacina. o epeli sa dau vakaraici ira na sipi, o keni sa dau teitei ena vanua.","and she again bare his brother abel. and abel was a keeper of sheep, but cain was a tiller of the ground.",medium,statement
bible,genesis,bible|genesis|009|016,bible_genesis_verse__en2fj.csv,en,fj,en->fj,"and the bow shall be in the cloud; and i will look upon it, that i may remember the everlasting covenant between god and every living creature of all flesh that is upon the earth.","""na drodrolagi ena tiko ga ena vei o, au na vakaraica yani me'u vakananuma kina na veiyalayalati e sega ni mudu nona na kalou kei na veika bula kecega e vuravura. """,long,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0000592,Fijian-English_Dictionary.txt,fj,en,fj->en,bui,"ni gone n. respectful term for elderly woman who is or could be a grandmother, sometimes used for fertility godess of locality which may be represented by a",short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0005074,Fijian-English_Dictionary.txt,fj,en,fj->en,qiqo,"adj . narrow (as of a road or path). by ext., the anglicism, to be narrow in one’s thinking. qiri, qiria . v. to beat (traditional wooden gong, lali). qiri, qiria (or) qirita . v. to ring (bell, telephone). qiria na crime-stoppers ring up the crime-stoppers.",short,statement
definition,definition,definition|000449,definition.xlsx::Sheet1,en,fj,en->fj,when?,naica,short,headword
definition,definition,definition|000726,definition.xlsx::Sheet1,fj,en,fj->en,vakasucuma,breastfeed,short,headword
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0001713,Fijian-English_Dictionary.txt,fj,en,fj->en,much,"smaller tree frog ula, platymantis vitiensis that has adhesive pads on the feet.) located on viti levu, vanua levu, taveuni, koro, gau, kadavu and viwa. the colour varies with the environment.",short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0003068,Fijian-English_Dictionary.txt,fj,en,fj->en,places,like beaches and riverside locations that they now occupy. (almost all villages have shifted).,short,statement
bible,genesis,bible|genesis|041|009,bible_genesis_verse__en2fj.csv,en,fj,en->fj,"then spake the chief butler unto pharaoh, saying, i do remember my faults this day:","sa qai vosa vei fero nai liuliu ni dauvakarau waini ka tukuna, ""ena siga oqo, au sa qai kila kina na noqu cala.",medium,statement
