seg_id,domain,sentence_type,direction,source,reference,system_masked,system_true,hypothesis,error_present,error_types,severity,rationale,annotator
SEG000153,definition,,en->fj,the,"na, a",S03,chatgpt,na,,,,,annotator_A
SEG000036,bible,,fj->en,"""na nodra turaga ena vanua, sa vosa vakaukauwa vei keitou, ka tukuna ni keitou sa lako yani me raica lo na vanua.","the man, who is the lord of the land, spake roughly to us, and took us for spies of the country.",S01,microsoft_translate,"""Their master of the land, however, spoke harshly to us, and told us that we were going out to see the land.",,,,,annotator_A
SEG000188,definition,,fj->en,tabua,whaleæs tooth,S01,microsoft_translate,Taboo,,,,,annotator_A
SEG000384,medical,,en->fj,Mild symptoms do not always require testing.,Na ivakatakilakila lailai e sega ni dau gadreva na veivakatovotovo.,S04,google_translate,Na ivakatakilakila malumu e sega ni dau gadrevi me vakatovolei.,,,,,annotator_A
SEG000246,legal,,en->fj,the attorney-general who is to be its chairperson; and,na vunilawa ka kena jemeni; kei na,S02,gemini,Na Vunilewa Levu ka na kena i-liuliu; kei,,,,,annotator_A
SEG000050,conversational,,en->fj,is there roast chicken?,e tiko na toa vavi?,S02,gemini,E tiko beka na toa vavi?,,,,,annotator_A
SEG000221,idiom,,fj->en,kasivita na vale,[Literal Translation:to spit (or simulate) spitting on the house. ] [Meaning:This refers to celebrating the completion of a newly constructed home. This is usually fun filled kava drinking with the home owner as host. The celebration is called ikasiviti ni vale],S01,microsoft_translate,spit on the house,,,,,annotator_A
SEG000070,conversational,,en->fj,warm clothes are worn during cold weather.,e dau daramaki na isulu katakata e na gauna ni batabata.,S01,microsoft_translate,Na isulu katakata e dau daramaki ena draki batabata.,,,,,annotator_A
SEG000074,conversational,,en->fj,an orange is sweet when it is unripe.,na moli e dau kamikamica ni se vou.,S02,gemini,Na moli sa kamikamica ni sa dra.,,,,,annotator_A
SEG000418,medical,,fj->en,Na screening clinic e vakatabakidua vei ira era tiko ena iwasewase ni rerevaki vakalevu.,Screening clinics focus on high-risk groups.,S03,chatgpt,The screening clinic is specifically designed for those who are in high-risk groups.,,,,,annotator_A
SEG000101,conversational,,fj->en,na yacai tinaqu o mere.,my mother’s name is mere.,S03,chatgpt,I don't know what to do.,,,,,annotator_A
SEG000031,bible,,fj->en,"sa mate o joseva ni sa yabaki dua na drau ka tini; era vakasuluma na yagona, ka, biuti koya tiko ena dua na kato ni mate mai ijipita. for other languages please go to www. wordproject. org","so joseph died, being an hundred and ten years old: and they embalmed him, and he was put in a coffin in egypt. for other languages please go to www. wordproject. org",S04,google_translate,"and Joseph died, being an hundred and ten years old; and they embalmed him, and laid him in a coffin in Egypt. for other languages ​​please go to www. wordproject. org",,,,,annotator_A
SEG000302,legal,,en->fj,a person who had the right to vote in the election concerned;,e dua e tu na nona dodonu ni digidigi ena veidigidigi;,S01,microsoft_translate,e dua na tamata e tu vua na dodonu me digidigi ena veidigidigi e tukuni;,,,,,annotator_A
SEG000051,conversational,,en->fj,how are you?,vacava tiko?,S04,google_translate,O vakacava tiko?,,,,,annotator_A
SEG000366,medical,,en->fj,The booklet encourages future planning.,Na ivola e uqeta na kena caka na ituvatuva me baleta na veigauna mai muri.,S04,google_translate,Na ivola lailai e vakayaloqaqataka na ituvatuva ni veisiga ni mataka.,,,,,annotator_A
SEG000209,dictionary,,fj->en,yaka,"n. forest tree to meters, dacrydium nidulum, podocarpaceae, a gymnosperm, branching only at",S01,microsoft_translate,yaka,,,,,annotator_A
SEG000062,conversational,,en->fj,he is from taveuni.,e gonetagane ni taveuni.,S04,google_translate,o koya mai taveuni.,,,,,annotator_A
SEG000360,medical,,en->fj,Screening clinics focus on high-risk groups.,Na screening clinic e vakatabakidua vei ira era tiko ena iwasewase ni rerevaki vakalevu.,S01,microsoft_translate,Na valenibula ni dikevi e vakatabakidua vei ira na ilawalawa ririkotaki.,,,,,annotator_A
SEG000434,medical,,fj->en,Vakasavasavataka wasoma na vanua e dau tara vakalewelevu.,Disinfect surfaces regularly.,S01,microsoft_translate,Regularly sanitize high-touch areas.,,,,,annotator_A
SEG000430,medical,,fj->en,"Na ibalebale ni vakatikitikitaki e vale: mo tiko ga e vale ka kakua ni lako icakacaka, vuli se na vanua era sota kina vakalewelevu na lewenivanua.","Self-isolate means stay home and do not go to work, school, or public areas.",S01,microsoft_translate,"What home isolation means: stay at home and not go to work, school or other places where large numbers of people meet.",,,,,annotator_A
SEG000289,legal,,en->fj,right to adequate food and water,dodonu ni vakarautaki vakamatau ni kakana kei na wainigunu,S02,gemini,Dodonu ni rawata na kakana rauta kei na wai,,,,,annotator_A
SEG000357,medical,,en->fj,Testing helps identify and treat people at risk of severe COVID-19.,Na veivakatovotovo e vukea na kena kilai ka qaravi o ira era beci vakalevu ni rawa ni tauvi COVID-19 bibi.,S04,google_translate,Na veivakatovolei e vukea na kena kilai ka qaravi na tamata era tu ena leqa ni COVID-19 bibi.,,,,,annotator_A
SEG000097,conversational,,fj->en,e tiko na palau toa?,is there chicken palau?,S03,chatgpt,Is the steel boat okay?,,,,,annotator_A
SEG000403,medical,,en->fj,Private doctors approved by the Ministry can also provide medical certificates for self-isolation.,Na vuniwai taucoko era sa vakadonuya na matanitu e rawa tale ga ni solia na ivola ni tiko vakatikitiki e vale.,S04,google_translate,E rawa talega vei ira na vuniwai vakaitaukei ka vakadonuya na Tabacakacaka me ra vakarautaka na ivola ni veiqaravi vakavuniwai me baleta na veivakaduiduitaki vakataki ira.,,,,,annotator_A
SEG000214,dictionary,,fj->en,paodi,n. (eng.) pound (weight or brtish money).,S04,google_translate,feet,,,,,annotator_A
SEG000055,conversational,,en->fj,"may i use your cup, please?",au rawa ni kerea nomu bilo?,S01,microsoft_translate,"E rawa beka ni'u vakayagataka na nomu bilo, yalovinaka?",,,,,annotator_A
SEG000161,definition,,fj->en,"yalo vinaka, beka, mada",please,S02,gemini,"Please, perhaps, just",,,,,annotator_A
SEG000001,bible,,en->fj,"and the lord went his way, as soon as he had left communing with abraham: and abraham returned unto his place.",sa lako sara yani o jiova ena nona sala ni sa vosa oti vei eparaama “ka sa lesu tale o eparaama ki na nona tikina.,S02,gemini,"Ka sa qai lako ko Jiova, ni sa oti na nona veivosaki kei Eparaama, ka sa qai lesu ko Eparaama ki na nona tikina.",,,,,annotator_A
SEG000029,bible,,fj->en,"o ira kece sa curu ki waqa, na ka tagane kei na ka yalewa “era sa curu ki waqa me vaka sa vakarota vei noa na kalou; o jiova sa sogolati noa talega e loma.","and they that went in, went in male and female of all flesh, as god had commanded him: and the lord shut him in.",S03,chatgpt,"The anger of the men and women ""has come forth as commanded by the gods; the devil has infiltrated as well.""",,,,,annotator_A
SEG000175,definition,,fj->en,noqu veitabuki tagane,husband's sister's husband,S04,google_translate,my boyfriend,,,,,annotator_A
SEG000437,medical,,fj->en,"Kevaka o tauvi levulevu sivia ka vakila na ivakatakilakila ni COVID-19, gole vakatotolo ki na screening clinic.","If you have obesity and COVID-19 symptoms, visit a screening clinic immediately.",S04,google_translate,"If you are overweight and experience symptoms of COVID-19, go to a screening clinic immediately.",,,,,annotator_A
SEG000238,idiom,,fj->en,waiwai dilo,[Literal Translation:dilo oil. (The dilo tree has nuts that is used for oil for body massage.)] [Meaning:to sweet-talk someone to get what is wanted.],S01,microsoft_translate,oil dilo,,,,,annotator_A
SEG000401,medical,,en->fj,"For concerns about a family history of dementia, talk to your doctor.","Kevaka ko leqataka na isema ni vuvale kei na dementia, vosa vua na nomu vuniwai.",S01,microsoft_translate,"Me baleta na leqa me baleta na itukutuku makawa ni mate ni matavuvale, veivosaki kei nomu vuniwai.",,,,,annotator_A
SEG000353,medical,,en->fj,Difficulty performing familiar tasks.,Na dredre ni cakava na itavi e kilai tu vakawasoma.,S04,google_translate,Dredre ni kena vakayacori na itavi kilai levu.,,,,,annotator_A
SEG000353,medical,,en->fj,Difficulty performing familiar tasks.,Na dredre ni cakava na itavi e kilai tu vakawasoma.,S02,gemini,Dredre ni cakava na itavi kilai.,,,,,annotator_A
SEG000384,medical,,en->fj,Mild symptoms do not always require testing.,Na ivakatakilakila lailai e sega ni dau gadreva na veivakatovotovo.,S02,gemini,Na simptomi malumalumu e sega ni dau gadreva na veitovotovotaki.,,,,,annotator_A
SEG000323,legal,,fj->en,vakayagataki vakamatau ni iyau ni matanitu;,"efficient, effective and economic use of public resources;",S01,microsoft_translate,prudent use of public resources;,,,,,annotator_A
SEG000414,medical,,fj->en,Na dredre ni cakava na itavi e kilai tu vakawasoma.,Difficulty performing familiar tasks.,S04,google_translate,The difficulty of performing the task is well-known.,,,,,annotator_A
SEG000111,conversational,,fj->en,qo o maciu.,this is maciu.,S02,gemini,This is Maciu.,,,,,annotator_A
SEG000381,medical,,en->fj,People with heart disease should monitor their symptoms closely during COVID-19.,Ira era tauvi mate ni uto me ra vakaraica vakavinaka na nodrau ivakatakilakila ni COVID-19.,S03,chatgpt,E dua na veigauna ni ituvatuva vakayagataka o ira na tamata e loma ni veivakabauti e kena ruitaki ena COVID-19.,,,,,annotator_A
SEG000285,legal,,en->fj,right to personal liberty,dodonu ni galala ni tamata,S03,chatgpt,nai ni veivakatekita ni tuitui ni bula,,,,,annotator_A
SEG000315,legal,,fj->en,digitaki ni lewenipalimedi; kei na,elections of members of parliament; and,S03,chatgpt,digitally in the digital age; and the,,,,,annotator_A
SEG000427,medical,,fj->en,We may have trouble sleeping and find it hard to get things done.,E rawa ni dredre na moce ka sega ni rawarawa meda qarava na veika eda dodonu me da cakava.,S03,chatgpt,We may have trouble sleeping and find it hard to get things done.,,,,,annotator_A
SEG000350,medical,,en->fj,Stay home if you feel unwell.,Tiko ga e vale kevaka o sega ni bula vinaka.,S02,gemini,Tiko e vale kevaka ko sa sega ni bula vinaka.,,,,,annotator_A
SEG000166,definition,,fj->en,mata ni vanua,herald,S01,microsoft_translate,Embassy,,,,,annotator_A
SEG000420,medical,,fj->en,Na itukutuku oqori e rawa ni sauma e vuqa na taro e tiko vei iko.,These resources can answer many questions you may have.,S04,google_translate,That information can answer a lot of questions you have.,,,,,annotator_A
SEG000315,legal,,fj->en,digitaki ni lewenipalimedi; kei na,elections of members of parliament; and,S02,gemini,election of the member of parliament; and the,,,,,annotator_A
SEG000407,medical,,en->fj,Do not share utensils.,Kakua ni wasea na iyaya ni kana kei ira na tani.,S03,chatgpt,Mai lai nomu na i lau.,,,,,annotator_A
SEG000080,conversational,,en->fj,this is a cyclone warning.,sa soli na ivakasala ni cagilaba.,S02,gemini,Oqo sai ivakaro ni cagilaba.,,,,,annotator_A
SEG000163,definition,,fj->en,e dua na,"a, an",S03,chatgpt,it is two,,,,,annotator_A
SEG000359,medical,,en->fj,Problems with language.,Na leqa ena vosa.,S04,google_translate,Leqa ni vosa.,,,,,annotator_A
SEG000370,medical,,en->fj,Do not use public transport or taxis.,Kakua ni vakayagataka na tolili ni lewenivanua se na taxi.,S01,microsoft_translate,Kakua ni vakayagataka na sala ni veilakoyaki raraba se tekisi.,,,,,annotator_A
SEG000178,definition,,fj->en,vale ni yaqona,bar,S02,gemini,Kava house,,,,,annotator_A
SEG000346,legal,,fj->en,"vakavo ke vakarautaki ena yavunivakavulewa qo, na tamata yadua e tu vua na dodonu me vakaraitaka nona kudru i na matabose, me vakaraitaka kina na nona dodonu kei na galala e yavutaki ena wase qo, e sega ni vakamuri se vakacacani. ----------------------- page -----------------------",every person who is not a citizen but is lawfully in fiji has the right not to be expelled from fiji except pursuant to an order of a court or a decision of the minister responsible for immigration on a ground prescribed by law.,S04,google_translate,"except as provided for in this Constitution, everyone has the right to express his or her grievance to the courts, to exercise his or her rights and freedoms set forth in this Declaration. ----------------------- page ----------------------",,,,,annotator_A
SEG000321,legal,,fj->en,vakadonui ni kena vakayagataki na umailavo cokovata ni matanitu ena so tale na inaki,standing appropriation of consolidated fund for other purposes,S04,google_translate,approval of use of federal consolidated funds for other purposes,,,,,annotator_A
SEG000244,legal,,en->fj,a power to make appointments on the promotion or transfer to the office; and,kaukauwa ni veidigitaki me tosocake na itutu se lesi ena valenivolavola; kei na,S03,chatgpt,e dua na kaukauwa me vakaraitaka na tinai se veivoli ki na i vuni; qai,,,,,annotator_A
SEG000157,definition,,en->fj,swim,qalo,S01,microsoft_translate,qalo,,,,,annotator_A
SEG000159,definition,,fj->en,"i cake, i dela",above,S03,chatgpt,"I cake, I share.",,,,,annotator_A
SEG000327,legal,,fj->en,"na tiko ena gauna ni veilewai, vakavo—","to be present when being tried, unless—",S04,google_translate,"attendance at the hearing, except—",,,,,annotator_A
SEG000351,medical,,en->fj,Abnormal proteins build up in the brain in Alzheimer's disease.,E tubucake na protein vakatubu mate ena mona ena mate na Alzheimers.,S03,chatgpt,Na lewena na toso e voli ki na loma ni vakabaka ena leqa ni Alzheimer.,,,,,annotator_A
SEG000353,medical,,en->fj,Difficulty performing familiar tasks.,Na dredre ni cakava na itavi e kilai tu vakawasoma.,S03,chatgpt,Naƙo ni saumi me baleti.,,,,,annotator_A
SEG000313,legal,,fj->en,"dodonu ni taukeni kei na taqomaki ni qele ni itaukei, rotuma kei na rabi","rights of ownership and protection of itaukei, rotuman and banaban lands",S03,chatgpt,"the protection of indigenous land, Rotuma and Rabi",,,,,annotator_A
SEG000446,medical,,fj->en,Cava na tiko vakatikitiki kevaka sa oti na 14 na siga ka sega ni laurai e dua na ivakatakilakila me 3 na siga sa sivi.,Stop isolating if you have completed 14 days and had no symptoms for at least 3 days.,S02,gemini,End isolation if 14 days have passed and no symptoms have been observed for the past 3 days.,,,,,annotator_A
SEG000314,legal,,fj->en,balavu ni gauna e vauci kina na dinau kei na kena tubu;,the extent of the total indebtedness by way of principal and accumulated interest;,S04,google_translate,the duration of the loan and its interest rate;,,,,,annotator_A
SEG000375,medical,,en->fj,Mika is the first case of COVID-19 in this household.,O Mika e imatai ni tauvimate ni COVID-19 ena nona matavuvale.,S03,chatgpt,O Mika e na kosi i ka COVID-19 ena koya.,,,,,annotator_A
SEG000343,legal,,fj->en,"vakavo ke yalani ena tikina qo, na dabe ni palimedi ena vakayacori ga ena gauna kei na vanua e sa lewa na palimedi ena lewa kei na ivakaro e dodonu me salamuria. iwiliwili vakabau .—() ena sega ni rawa ni tekivu se tomani e dua na dabe ni palimedi, vakavo ke sa tiko e dua na ikatolu ni lewenibose.","subject to this section, the sittings of parliament are held at such times and places as parliament determines in accordance with its rules and orders. quorum .—() a sitting of parliament may not begin, or continue, unless at least one- third of the members of parliament are present.",S01,microsoft_translate,"Except as otherwise limited in this Part, the sitting of Parliament shall be held at such time and place as the Prime Minister may deem necessary by such authority and order as may be prescribed. Proportional Number.—() A parliamentary sitting may not be commenced or continued unless there is a third member of the council.",,,,,annotator_A
SEG000383,medical,,en->fj,Symptoms get worse as brain changes increase.,Na ivakatakilakila e qai ca vakamalua ni sa levu na veisau ena mona.,S02,gemini,Ivakatakilakila sa ca cake mai ni sa tubu na veiveisau ni mona.,,,,,annotator_A
SEG000339,legal,,fj->en,"na isau, idole, kei na oco me saumi e dodonu me veiganiti kei na ivotavota vakailavo e vakadonuya na palimedi; kei na","the salaries, benefits and allowances payable, in accordance with its budget as approved by parliament; and",S04,google_translate,"the prices, idols, and oco to be paid must be proportionate to the financial allowance approved by parliament; and",,,,,annotator_A
SEG000440,medical,,fj->en,"Na ivakatakilakila ni COVID-19 e oka kina na vuvu, katakata, savu ni ucu, wadadamu na mata, kei na sega ni vakila na ikanakana se boica.","COVID-19 symptoms include cough, fever, runny nose, red eyes, and loss of taste or smell.",S03,chatgpt,"The symptoms of COVID-19 include fever, cough, sore throat, headache, and loss of taste or smell.",,,,,annotator_A
SEG000434,medical,,fj->en,Vakasavasavataka wasoma na vanua e dau tara vakalewelevu.,Disinfect surfaces regularly.,S04,google_translate,They cleaned the places where they were built.,,,,,annotator_A
SEG000423,medical,,fj->en,Na kena tarovi na gunu yaqona kei na wai gaga ni veivakamatenitaki e vukea na noda vakasama me rairai vinaka kina na sala ni wali ni leqa.,Avoiding alcohol and other drugs helps us think clearly about our problems.,S04,google_translate,Avoiding alcohol and drugs helps our mind to focus on the way of solving problems.,,,,,annotator_A
SEG000199,dictionary,,fj->en,leaves,"as an excellent, durable thatch. no one makes a sage starch powder, or pudding, as in done in",S01,microsoft_translate,leaves,,,,,annotator_A
SEG000162,definition,,fj->en,se qai vuli,beginner,S02,gemini,Just started school,,,,,annotator_A
SEG000254,legal,,en->fj,prime minister and ministers,paraiminisita kei na minisita ni boseyaco,S03,chatgpt,mācopolitiki kei nā mācopolitiki,,,,,annotator_A
SEG000421,medical,,fj->en,E tu ena initaneti na itukutuku kei na veitokoni.,Resources are available online.,S02,gemini,Information and support are available on the internet.,,,,,annotator_A
SEG000140,definition,,en->fj,drink,gunu,S03,chatgpt,inu,,,,,annotator_A
SEG000171,definition,,fj->en,qase ni vuli,school teacher,S02,gemini,School principal,,,,,annotator_A
SEG000145,definition,,en->fj,abhorrent,ca-ti,S02,gemini,vakasisila,,,,,annotator_A
SEG000278,legal,,en->fj,"the qualification requirements for appointment and the process to be followed for appointment, which must be an open, transparent and competitive selection process based on merit; ----------------------- page -----------------------","ivakatagedegede ni vuli e gadrevi kei na ivakarau me vakamuri me baleta na veivakacakacakataki, ka dodonu me dola raraba, vakarawarawataki, valataki vakasavasava, ia na veidigitaki me yavutaki ena rawaka;",S02,gemini,"na i vakatagedegede ni veidigidigi ni veivakadeitaki kei na i walewale me muri me baleta na veivakadeitaki, ka dodonu me dua na i walewale ni veidigidigi e dolavi, e matata, ka veisisivi ka yavutaki ena i tagedege ni rawaka;",,,,,annotator_A
SEG000317,legal,,fj->en,lewe ni matabose ni veivosoti e vakamacalataki ena tikina ()(b);,the members of the mercy commission referred to in section ()(b);,S04,google_translate,member of the pardon board described in paragraph ()(b);,,,,,annotator_A
SEG000296,legal,,en->fj,"every person has the right to executive or administrative action that is lawful, rational, proportionate, procedurally fair, and reasonably prompt;","na tamata taucoko e tu vei ira na dodonu mera qaravi vinaka vakalawa, me qaravi vakadodonu, vakatautauvata, ka me vakamuri vakavinaka na kena ivakarau, kei na kena lewai ena gauna totolo na vakatulewa mai vei ira na vakailesilesi ni matanitu kei na nodra vakatulewa na veiqaravi raraba vakalawa;",S01,microsoft_translate,"na tamata yadua e tiko na dodonu ki na cakacaka vakaveiliutaki se veiliutaki e vakalawa, vakaibalebale, veiganiti, dodonu vakacakacaka, ka vakatotolo;",,,,,annotator_A
SEG000132,definition,,en->fj,cards (deck of),imau,S03,chatgpt,kada (na o),,,,,annotator_A
SEG000265,legal,,en->fj,"the president shall receive such remuneration, allowances and other benefits, as prescribed by a written law made under section . oath of office","na peresitedi me na soli vua na isau ni veiqaravi, oco kei na idole tale e so me vaka e virikotori ena lawa tabaki e buli ena tikina . bubului",S01,microsoft_translate,"me na ciqoma na peresitedi na isau, ivakarau, kei na yaga tale eso, me vaka e virikotori ena dua na lawa volai e caka ena wase . bubului ni itutu",,,,,annotator_A
SEG000136,definition,,en->fj,"path, track, road","sala, gaunisala",S03,chatgpt,"dalan, teveni, i rori",,,,,annotator_A
SEG000299,legal,,en->fj,"every citizen has the right to apply for and be issued a passport or similar travel document, in accordance with any condition prescribed by written law.","na tamata yadua e bulia tiko e dua na lawasau, se tabaka e dua na ivola e tiko kina na kaukauwa vakalawa e dodonu me solia e dua na gauna mera vakaitavi na lewenivanua ena kena buli kei na raicilesu na tikinilawa ni se bera ni tabaki. kaukauwa ni palimedi me baleta na veidinadinati kei na veimatanitu",S04,google_translate,"na lewenivanua yadua e dodonu me kerea ka soli vua e dua na pasipote se ivola ni veilakoyaki vakaoqo, me salavata kei na dua na ituvaki e virikotori ena lawa volai.",,,,,annotator_A
SEG000188,definition,,fj->en,tabua,whaleæs tooth,S03,chatgpt,tablet,,,,,annotator_A
SEG000424,medical,,fj->en,Unhelpful anxiety makes us feel stuck and blinds us to our own strengths.,Na loma taqaya e sega ni veivuke e vakavuna meda taroga tu ka meda sega ni raica na noda kaukauwa vakataki keda.,S02,gemini,Unhelpful anxiety makes us feel stuck and blinds us to our own strengths.,,,,,annotator_A
SEG000358,medical,,en->fj,Language difficulties may occur.,E rawa ni laurai na leqa ena vosa.,S04,google_translate,Ena rawa ni yaco na dredre ni vosa.,,,,,annotator_A
SEG000122,definition,,en->fj,fish with nets,qoli,S03,chatgpt,ika ikataki,,,,,annotator_A
SEG000024,bible,,fj->en,"""o juta, o iko, era na vakacerecerea na tacimu; na ligamu ena kidomoka na domodra na meca; o ira na luvei tamamu era na cuva ka vakarokoroko vei iko.","judah, thou art he whom thy brethren shall praise: thy hand shall be in the neck of thine enemies; thy father's children shall bow down before thee.",S01,microsoft_translate,"""Judas, you, will exalt your brothers; thine hand shall bind the throat of the enemy; Thy father's children shall bow down and worship thee.",,,,,annotator_A
SEG000256,legal,,en->fj,take over criminal proceedings that have been instituted by another person or authority (except proceedings instituted by the fiji independent commission against corruption); ----------------------- page -----------------------,qarava na veilewai ni basulawa sa tekivuna e dua se dua tale na matabose se tabacakacaka (vakavo na kisi eratou qarava na matabose tuvakaikoya me valuta na cakacaka butobuto);,S03,chatgpt,tawasea na veika vakavuni e vakavulewataki mai na dua na taciqu se matanitu (totolo na veika e vakavulewataki mai na komiti duidui ni Fiji me baleta na veivakacacani);,,,,,annotator_A
SEG000141,definition,,en->fj,better,vinaka (cake),S01,microsoft_translate,vinaka cake,,,,,annotator_A
SEG000317,legal,,fj->en,lewe ni matabose ni veivosoti e vakamacalataki ena tikina ()(b);,the members of the mercy commission referred to in section ()(b);,S03,chatgpt,The inhabitants of the community will be informed about the matter in the area ()(b);,,,,,annotator_A
SEG000186,definition,,fj->en,adi,honorific prefix (woman),S04,google_translate,how much,,,,,annotator_A
SEG000216,dictionary,,fj->en,root-word,used to express heaviness or importance. (see the following words and expressions.) ena,S01,microsoft_translate,root word,,,,,annotator_A
SEG000400,medical,,en->fj,"If you are over 70 and have COVID-19 symptoms, seek medical care.","Kevaka o sivia na 70 na yabaki ka vakila na ivakatakilakila ni COVID-19, qarai vakatotolo na veivuke vakavuniwai.",S04,google_translate,"Kevaka o sa sivia na 70 na yabaki ka tiko vei iko na ivakatakilakila ni COVID-19, vakasaqara na veiqaravi vakavuniwai.",,,,,annotator_A
SEG000372,medical,,en->fj,Call 165 for transport assistance.,Qirita na 165 kevaka o gadreva na veivuke ni veivakaleleci.,S03,chatgpt,Telefoni 165 me ke assistance transport.,,,,,annotator_A
SEG000223,idiom,,fj->en,vakaseuta na bure ni kadi,[Literal Translation:to scratch into an ants nest] [Meaning:to stir up trouble.],S01,microsoft_translate,the one who started a game is asking to stop it,,,,,annotator_A
SEG000395,medical,,en->fj,"If you have asthma and COVID-19 symptoms, visit a screening clinic immediately.","Kevaka o tauvi dau cegu oca ka vakila na ivakatakilakila ni COVID-19, gole vakatotolo ki na screening clinic.",S02,gemini,"Kevaka e tiko vei iko na mate suka kei na ivakatakilakila ni COVID-19, sikova vakatotolo e dua na valenibula ni veidikevi.",,,,,annotator_A
SEG000260,legal,,en->fj,is not subject to a sentence of imprisonment when nominated;,e sega ni cakacakataka tiko na nona itotogi e valeniveivesu ena gauna sa vakaturi kina;,S04,google_translate,e sega ni vakatau ena itotogi ni vesu ni sa digitaki;,,,,,annotator_A
SEG000052,conversational,,en->fj,why are you late to school?,na cava o bera mai kina i koronivuli?,S04,google_translate,na cava o dau bera kina ki koronivuli?,,,,,annotator_A
SEG000099,conversational,,fj->en,e noqu itokani.,he is my friend.,S03,chatgpt,My name.,,,,,annotator_A
SEG000199,dictionary,,fj->en,leaves,"as an excellent, durable thatch. no one makes a sage starch powder, or pudding, as in done in",S04,google_translate,leaves,,,,,annotator_A
SEG000218,dictionary,,fj->en,cilo,"n. (medical) blood in the faeces. cilu, ciluma . v. to pick at, remove one or a few things from inside a pile of them, ""fish around"" for something selectively. syn. (slang., eng.) samarini. cilu, ciluma . v. of birds, bats, to peck at, maturing fruit for example. cina, cinava v. to illuminate, cast light on, usually by lamplight or torch. cina lamp, torch. cina livaliva",S04,google_translate,tomorrow,,,,,annotator_A
SEG000100,conversational,,fj->en,vinaka vakalevu na lagasere.,thanks for the singing.,S02,gemini,Thank you very much for the singing.,,,,,annotator_A
SEG000192,definition,,fj->en,voleka,near,S04,google_translate,almost,,,,,annotator_A
SEG000421,medical,,fj->en,E tu ena initaneti na itukutuku kei na veitokoni.,Resources are available online.,S01,microsoft_translate,Information and support are available online.,,,,,annotator_A
SEG000311,legal,,fj->en,valenivolavola ni paraiminisita,office of the prime minister,S02,gemini,Prime Minister's Office,,,,,annotator_A
SEG000258,legal,,en->fj,performance of functions of commissions and tribunals,qaravi ni itavi ni matabose kei na mataveivaqaqai,S03,chatgpt,nai ni veika vakaibalebale ni komiti kei na ovisa,,,,,annotator_A
SEG000161,definition,,fj->en,"yalo vinaka, beka, mada",please,S04,google_translate,"good heart, maybe, please",,,,,annotator_A
SEG000432,medical,,fj->en,"Kevaka e soli na veivuke donu, era rawa ni sa bula vinaka tale o ira era lako curuma na lomabibi.","With the right help, people who experience depression can get better.",S04,google_translate,"With the right help, those going through depression can recover.",,,,,annotator_A
SEG000154,definition,,en->fj,aunt,tina-levu,S03,chatgpt,māmā,,,,,annotator_A
SEG000241,legal,,en->fj,an office established by written law; “public officer ” means the holder of a public office; “public service ” means the service of the state in a civil capacity but does not include—,valenivolavola e tauyavutaki ena lawa tabaki. “vakailesilesi ena valenivolavola ni lewenivanua” e vakaibalebale vua e dua e vakaitutu ena valenivolavola ni lewenivanua; “veiqaravi ni matanitu” e vakaibalebale ena veiqaravi ni matanitu vei ira na lewenivanua ka sega ni oka kina na—,S03,chatgpt,sa ofisi e vakarautaki tiko ena lawa e volai; “dau ni veika e vakavunia na veikauyaki ni matanitu” e vulica na nona itavi; “seviseni ni matanitu” e vacava na veika e cakava na matanitu ena ivakarau ni lewenivanua ia e sega ni kauta tiko—,,,,,annotator_A
SEG000393,medical,,en->fj,Seek help if symptoms persist.,Qarai veivuke kevaka e sega ni yali na ivakatakilakila.,S04,google_translate,Vakasaqara na veivuke kevaka e se yaco tikoga na ivakatakilakila.,,,,,annotator_A
SEG000182,definition,,fj->en,sitoa,shop,S02,gemini,store,,,,,annotator_A
SEG000171,definition,,fj->en,qase ni vuli,school teacher,S01,microsoft_translate,Faculty,,,,,annotator_A
SEG000025,bible,,fj->en,"oqo na kawa nei aisake, na luvei eparaama. o eparaama sa vakasucumi vua o aisake.","and these are the generations of isaac, abraham's son: abraham begat isaac:",S04,google_translate,"these are the generations of Isaac, the son of Abraham. abraham became the father of Isaac.",,,,,annotator_A
SEG000202,dictionary,,fj->en,kavitu,"as in lotu kavitu, an american christian sect, seventh day adventists, that retains saturday as",S03,chatgpt,classic,,,,,annotator_A
SEG000400,medical,,en->fj,"If you are over 70 and have COVID-19 symptoms, seek medical care.","Kevaka o sivia na 70 na yabaki ka vakila na ivakatakilakila ni COVID-19, qarai vakatotolo na veivuke vakavuniwai.",S02,gemini,"Ke ko yabaki sivia na 70 ka tu vei iko na ivakatakilakila ni COVID-19, laki vaqara veiqaravi vakavuniwai.",,,,,annotator_A
SEG000102,conversational,,fj->en,e tabu na vakaisala.,wearing hat is not allowed.,S04,google_translate,it is holy to the wicked.,,,,,annotator_A
SEG000126,definition,,en->fj,light in weight,mamada,S04,google_translate,mamada na kena bibi,,,,,annotator_A
SEG000268,legal,,en->fj,a written law shall—,na lawa tabaki me na—,S01,microsoft_translate,E dua na lawa volai me—,,,,,annotator_A
