item_id,source_text,ref,domain,direction,sentence_type_fine,source_id,source_doc,cand_A,cand_B,cand_C,cand_D,cand_A__semantic_fidelity_0_4,cand_A__cultural_adequacy_0_4,cand_A__fluency_0_4,cand_A__error_tags,cand_A__notes,cand_B__semantic_fidelity_0_4,cand_B__cultural_adequacy_0_4,cand_B__fluency_0_4,cand_B__error_tags,cand_B__notes,cand_C__semantic_fidelity_0_4,cand_C__cultural_adequacy_0_4,cand_C__fluency_0_4,cand_C__error_tags,cand_C__notes,cand_D__semantic_fidelity_0_4,cand_D__cultural_adequacy_0_4,cand_D__fluency_0_4,cand_D__error_tags,cand_D__notes
106,"if in any proceedings in a magistrates court or a subordinate court, a question arises as to the interpretation of this constitution, the magistrates court or a subordinate court may decide the matter, and its decision may be appealed as of right to the high court. magistrates court .—() the magistrates court consists of—","kevaka e vure cake mai na vakatataro me baleta na vakamacalataki ni e ra se mataveilewai lalai tale e so me vakatulewa kina, ia sa tiko na dodonu ena mataveilewai e cake me rogoca kevaka e dua na ilawalawa ena kisi e sega ni duavata kei na vakatulewa ena mataveilewai e ra se mataveilewai lalai tale e so. mataveilewai e ra .—() na mataveilewai e ra e lewena na—",legal,en->fj,right,constitution|90(7),constitution - eng.txt,"Kevaka e dua na veilewai ena dua na mataveilewai ni turaganilewa se mataveilewai e ra, e basika kina e dua na taro me baleta na vakadewataki ni Yavu ni Vakavulewa oqo, e rawa ni vakatulewataka na mataveilewai ni turaganilewa se mataveilewai e ra, ka na rawa ni kerei na kena lewa ena dodonu ki na Mataveilewai e Cake. Magistrates Court .—() Na Magistrates Court e lewena na—","kevaka e dua na veika e vakarautaki e dua na mataqali kooti ni matai se dua na kooti levu, e yaco na taro me baleta na iwasewase ni veika e tutu mai kei na ivakarau ni veika oqo, e rawa ni kura na kooti ni matai se dua na kooti levu me vakaraitaka na ka, ka rawa ni laurai na ivakarau ni nona vakadinadinataki me baleta na kooti levu. kooti ni matai .—() na kooti ni matai e cakava mai.","kevaka ena dua na veilewai ena mataveilewai ni turaganilewa se mataveilewai lailai, e basika e dua na taro me baleta na vakadewataki ni lawatu oqo, e rawa ni vakatulewataka na mataveilewai ni turaganilewa se dua na mataveilewai lailai na ka oqo, ka rawa ni kerei na kena vakatulewa me vaka e dodonu ki na mataveilewai levu. mataveilewai ni turaganilewa .—() na mataveilewai ni turaganilewa e tiko kina na—","Kevaka e na dua na veilewai e na Mataveilewai Lelevu se na Mataveilewai Lailai, e tubu mai kina e dua na taro me baleta na kena vakamacalataki na Vakatatuvatuva ni Matanitu qo, na Mataveilewai Lelevu se na Mataveilewai Lailai e rawa ni lewa na tikina oqori, ka na kena lewa e rawa ni kerekere tale me vaka na kena dodonu ki na Mataveilewai Cecere. Mataveilewai Lelevu. —() Na Mataveilewai Lelevu e okati kina o ira na—",,,,,,,,,,,,,,,,,,,,
107,"""na nodra turaga ena vanua, sa vosa vakaukauwa vei keitou, ka tukuna ni keitou sa lako yani me raica lo na vanua.","the man, who is the lord of the land, spake roughly to us, and took us for spies of the country.",bible,fj->en,statement,bible|genesis|042|030,bible_genesis_verse__fj2en.csv,"""their princes in the land, spoke harshly to us, saying, 'We are going out to spy out the land.","""Their master of the land, however, spoke harshly to us, and told us that we were going out to see the land.","Their chief in the land spoke forcefully to us, telling us that we are to go and personally inspect the land.","""When their leaders in the land spoke strongly to us, they said that we were going to see the land.""",,,,,,,,,,,,,,,,,,,,
108,"ivakatagedegede ni vuli e gadrevi kei na ivakarau me vakamuri me baleta na veivakacakacakataki, ka dodonu me dola raraba, vakarawarawataki, valataki vakasavasava, ia na veidigitaki me yavutaki ena rawaka; ----------------------- page -----------------------","the qualification requirements for appointment and the process to be followed for appointment, which must be an open, transparent and competitive selection process based on merit;",legal,fj->en,right,constitution|109(11)(b),constitution - itaukei.txt,"standards of education required and procedures to be followed for recruitment, which should be open, facilitated, cleanly fought, but candidates based on merit; ----------------------- page ----------------------","The system of education requires a framework to follow for development, which must be widely accessible, promoted, streamlined, and based on feedback to ensure improvement;","Required educational standards and procedures to be followed for appointments, which should be open, accessible, and conducted fairly, but selection must be based on merit.","the level of education required and the criteria to be followed for hiring, which should be open, simplistic, transparent, and competitive, but selection should be based on merit; ----------------------- page -----------------------",,,,,,,,,,,,,,,,,,,,
109,O ira na tamata cakacaka e vakila na ivakatakilakila era rawa ni taura na ivola ni 14 na siga ni tiko vakatikitiki e vale.,Workers with symptoms can get a medical certificate for 14 days of self-isolation.,medical,fj->en,symptom,medical|medical_misc|5648e1ecc161,ocr_txt_bundle::medical_misc,Workers who experience symptoms can receive a letter for 14 days of home isolation.,The workers' rights indicate that they can take 14 days of leave if they are living away from home.,Employees who are symptomatic can receive a 14-day self-isolation order.,Employees who feel symptoms are eligible for the 14-day quarantine letter at home.,,,,,,,,,,,,,,,,,,,,
110,Alzheimer's disease is the most common type of dementia.,Na mate na Alzheimers e mataqali dementia e dau kunei vakalevu.,medical,en->fj,information,medical|dementia_support|baad75a7ad2f,ocr_txt_bundle::dementia_support,Na mate o Alzheimer's sai koya na mataqali ni dementia e dau laurai vakalevu duadua.,E tiko ni leqataka na tamata e suki e na veika e dua na vuli ni Alzheimer.,Na mate ni Alzheimer e mataqali dementia kilai levu duadua.,Na mate ni Alzheimer e dau vakavuna vakalevu na mate ni vakasama.,,,,,,,,,,,,,,,,,,,,
111,"and isaac answered and said unto esau, behold, i have made him thy lord, and all his brethren have i given to him for servants; and with corn and wine have i sustained him: and what shall i do now unto thee, my son?","sa sauma mai o aisake ka tukuna vei iso, ""raica, au sa cakava me nomu turaga o koya, o ira kece na tacina, me ra nona i talai, na sila kei na waini me maroroi koya “na cava tale me'u cakava vei iko na luvequ? """,bible,en->fj,statement,bible|genesis|027|037,bible_genesis_verse__en2fj.csv,"A sa vosa ko Aisake vei Iso ka kaya, Raica, au sa lesia koya me nomu turaga, ka'u sa solia na wekana kecega vua me nona tamata; ka'u sa vakani koya ena sila kei na waini: ia na luvequ, a cava beka me'u cakava vei kemuni e na gauna oqo?","oi, e na vosa, e tukuna mai vei Esau, raica, au sa vakavuna koya me nona turaga, ka sa ikoya na nona itukuni kece; ka au sa vakaitavi vei koya na koli kei na wainimakau: ka na cava au na cakava oqo vei iko, na luvequ?","A sa vosa ko Aisake ka kaya vei Iso, Raica, au sa lesi koya me nomu turaga, kau sa lesi ira kece na wekana me nodra dauveiqaravi; ka'u sa qaravi koya ena sila kei na waini: ia a cava me'u kitaka vei iko na luvequ?","a sauma o Aisake ka kaya vei Esau, raica, au sa lesi koya me nomu turaga, ka'u sa soli ira kecega na tacina me ra tamata; ka'u sa vakabulai koya e na sila kei na waini: ia a cava me'u kitaka vei iko edaidai, na luvequ?",,,,,,,,,,,,,,,,,,,,
112,my mother’s name is sunita.,na yacai tinaqu o sunita.,conversational,en->fj,statement,conversational|years_9_10|00016,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,Na yacai tinaqu o Sunita.,na vosa ni na matequ e dua o Sunita.,na yaca i tinaqu o Sunita.,Na yaca i tinaqu o Sunita.,,,,,,,,,,,,,,,,,,,,
113,"the state and all persons holding public office must not prefer or advance, by any means, any particular religion, religious denomination, religious belief, or religious practice over another, or over any non-religious belief; and","na matanitu kei ira na kena vakailesilesi ni valenivolavola ni lewenivanua mera kua ni totaka e dua na matalotu, isoqosoqo lotu, se mata vakabauta, oka tale ga kina na vakabauta sega ni yavutaki vakalotu; ka",legal,en->fj,definition,constitution|1(3)(c),constitution - eng.txt,"Na matanitu kei ira kece na dauveiqaravi ni matanitu e dodonu mera kakua ni digitaka se lavetaka, ena sala cava ga, e dua na lotu duadua ga, na soqosoqo lotu, na vakabauta vakalotu, se na ivalavala vakalotu, me uasivia e dua tale; se me uasivia na dua na vakabauta e sega ni vakalotu; ka","na matanitu kei ira kece era taura na itutu vakamatanitu me ra kakua ni vinakata se vakatorocaketaka, ena dua na sala, e dua na lotu, isoqosoqo vakalotu, vakabauta vakalotu, se ivalavala vakalotu mai na dua tale, se mai na dua na vakabauta sega ni lotu; kei","na matanitu kei ira kece era taura tu na itutu vakamatanitu me ra kakua ni digitaka se tosoya e dua na lotu, matalotu, vakabauta vakalotu, se ivalavala vakalotu mai na dua tale, se dua na vakabauta sega ni vakalotu; kei na","na state kei na veika kece e tauyavutaka na i valavala ni matanivale me kakua ni veitiu, se veivakalele, e na bilo e dua na lotu, matai ni lotu, ivakadinadina ni lotu, se ivakavakarau ni lotu mai na dua, se mai na dua na ivakavakarau ni veika e sega ni lotu; kei na",,,,,,,,,,,,,,,,,,,,
114,E levu na tauvimate lailai era na bula vinaka ga e vale ka sega ni gadreva na valenibula.,Most mild cases recover without hospitalisation.,medical,fj->en,information,medical|medical_misc|b254909097bc,ocr_txt_bundle::medical_misc,Most terminally ill patients will be able to live well at home without the need for hospitalization.,Most mild patients will recover at home and do not require hospitalization.,Many minor illnesses will recover at home and do not require a hospital.,Many minor illnesses will be well cared for at home and do not require a hospital.,,,,,,,,,,,,,,,,,,,,
115,"na minista ni ilavo e dodonu me biuta e dua na ripote i na palimedi ena loma ni na siga ni ciqomi oti na ripote, ia kevaka e sega ni dabe tiko na palimedi, me qai biu na ripote ena imatai ni siga ni sa oti kina e na siga mai na siga e ciqoma kina na ripote. ----------------------- page ----------------------- baqe ni maroroi ilavo e viti .—() na baqe ni maroroi ilavo e viti e baqe levu ni matanitu ka nona itavi me—","within days of receipt, or if parliament is not sitting, on the first day after the end of that period, the minister responsible for finance must lay the report before parliament. ----------------------- page ----------------------- reserve bank of fiji .—() the reserve bank of fiji is the central bank of the state, whose primary objects are—",legal,fj->en,right,constitution|150(14),constitution - itaukei.txt,"The minister of finance must ensure that a report and recommendation are submitted within the day of receiving the report, but if the recommendation is not submitted on time, the report must be submitted on the first day following the day the report was received. ----------------------- page ----------------------- Fiji's national treasury. — () Fiji's national treasury is a significant government agency and its role is—","The Minister of Finance must submit a report to Parliament within the day after the report is received, but if Parliament is not sitting, the report shall then be submitted on the first day it sits after the day the report was received.

The Fiji Savings Bank. The Fiji Savings Bank is a major government bank whose duty is to—","the Minister of Finance shall submit a report to Parliament within the date of receipt of the report, but if Parliament is not in session, the report shall be submitted on the first day after the date of receipt of the report. The Reserve Bank of Fiji .—() The Reserve Bank of Fiji is the central bank of the country and is responsible for—","The Minister of Finance must submit a report to Parliament within one day after receipt of the report, but if the Prime Minister is not sitting, the report must be tabled on the first day after the date of receipt of the report. ----------------------- Page ----------------------- savings bank of Fiji.—() The savings bank of Fiji is the principal national bank whose duty is—",,,,,,,,,,,,,,,,,,,,
116,We might have trouble concentrating and staying focused.,E rawa ni dredre meda vakasamataka vinaka na veika ka sega ni rawarawa meda vakabibitaka e dua na ka.,medical,fj->en,instruction,medical|medical_misc|2eb85b0f9482,ocr_txt_bundle::medical_misc,We might have trouble concentrating and staying focused.,We might have trouble concentrating and staying focused.,We might have trouble concentrating and staying focused.,We might have trouble concentrating and staying focused.,,,,,,,,,,,,,,,,,,,,
117,an international treaty or convention binds the state only after it has been approved by parliament. members of parliament,na veidinadinadinati kei na veimatanitu e vauca na matanitu kevaka sa vakadonui mai na palimedi. ----------------------- page ----------------------- lewenipalimedi,legal,en->fj,legal_clause,constitution|51,constitution - eng.txt,e dua na itukutuku ni vuli se dua na lewa e ba ni parataisi me vaka e sa qai vakaduri na parasa. na iwiliwili ni parataisi,E dua na veidinadinati se veidinadinati ni veiyasai vuravura ena vauca ga na matanitu ni sa vakadonuya na Palimedi. Lewe ni Palimedi,Na veidinadinati ni veimatanitu se konivēsio e vauca na matanitu ni oti ga ni sa vakadonui mai na palimeni. Lewe ni palimeni,e dua na veiyalayalati se veidinadinati ni veimatanitu e vauci ga kina na matanitu ni sa vakadonuya oti na palimedi. lewe ni palimedi […],,,,,,,,,,,,,,,,,,,,
118,"and they returned, and came to enmishpat, which is kadesh, and smote all the country of the amalekites, and also the amorites, that dwelt in hazezontamar.","era sa vuki lesu tale ka lako mai ki misifata (o ya o kadesi) ka valuti ira kece na amalekaiti kei ira na amoraiti, o ira sa vakaitikotiko e asesoni tamari.",bible,en->fj,statement,bible|genesis|014|007,bible_genesis_verse__en2fj.csv,"a ra sa lesu tale, ka yaco ki Enimisipati, ko ya ko Ketesa, a ra sa samuta na nodra vanua taucoko na Amalekaiti, kei ira talega na Amoraiti, era sa tiko mai Esesoni Tamari.","ka ra lesu mai, ka ra yaco ki Enmishpat, o ya ko Kadesa, ka ra labata na vanua taucoko ni kai Amalek, ka vaka talega kina na kai Amoraiti, era tiko mai Hasesoni-tama.","Era sa lesu tale ka yaco ki Enmisipati, ko Kadesi ka yavita na nodra vanua taucoko na Amelekaiti, kei ira talega na Amoraiti, ka ra vakaitikotiko mai Esesonima.","ka ratou lesu tale, ka ratou mai ki enmishpat, e toloti e kadesi, ka ratou vala na veimisini kece mai na amaleaiti, ka kei na amori, era nonoi e hazezontamar.",,,,,,,,,,,,,,,,,,,,
119,advantage,kena vinaka,definition,en->fj,headword,definition|000288,definition.xlsx::Sheet1,yaga,bula,yaga,yaga,,,,,,,,,,,,,,,,,,,,
120,"the commission shall consist of a chairperson and other members appointed by the president, on the advice of the judicial services commission following consultation by it with the attorney-general.","na matabose me lewena e dua na jemeni, kei na tale na lewena e digitaka na peresitedi ena ivakasala ni matabose veiqaravi ni mataveilewai ni oti na veitalanoa kei na vunilawa.",legal,en->fj,obligation,constitution|109(2),constitution - eng.txt,"na komisi e na rauta mai e dua na tosoto kei na kedra veitukituki e vakatulewataki mai na presideniti, me vaka na veika e vakaraitaki mai na komisi ni veika vakavanua ni veivakatorocaketaki ni sa vakayacori na veitarogi ni nona al donehupena.","na komisi ena lewena e dua na jeameni kei na so tale na lewenilotu e lesia na peresitedi, ena ivakasala ni komisi ni veiqaravi vakalawa ni oti na nona veitalanoa kei na loya levu.","Na bose ena okati kina e dua na i liuliu kei ira na lewena tale eso, era na lesi mai vua na Peresitedi, ena vakatulewa ni Komiti ni Veiqaravi Vakaloqa ni Vunau ni oti na nona veivosaki kei na Kovana ni Lako Yaroi.","Na Komisina me lewena e dua na jeameni kei ira tale eso na lewena e lesi mai vua na peresitedi, ena ivakasala ni Komisina ni Veiqaravi ni Veilewai ni oti na nona veitalanoa kei na Loya Raraba.",,,,,,,,,,,,,,,,,,,,
121,school teacher,qase ni vuli,definition,en->fj,headword,definition|000513,definition.xlsx::Sheet1,qasenivuli ni koronivuli,qasenivuli,qasenivuli ni koronivuli,qasenikila,,,,,,,,,,,,,,,,,,,,
122,why are you late to school?,na cava o bera mai kina i koronivuli?,conversational,en->fj,question,conversational|years_9_10|00098,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,na cava e na nomu taura ki loma?,na cava o dau bera kina ki koronivuli?,Na cava o vakaotara ki koronivuli?,Na cava o bera kina ki koronivuli?,,,,,,,,,,,,,,,,,,,,
123,e tiko nomudou loganisenikau mai vale/koronivuli?,do you have a flower garden at home/school?,conversational,fj->en,question,conversational|years_4_5|00040,Years 4 - 5_Conversational Vosa VakaViti and Fiji Hindi.txt,do you have a garden at home/school?,Do you have a flower garden at home or school?,Do you have a flower garden at home/school?,Is your school in your home?,,,,,,,,,,,,,,,,,,,,
124,"""au na vakatauyavutaka na noqu veiyalayalati vata kei iko: ena sega tale, sa na sega ni vakarusai tale o vuravura ena waluvu. """,and i will establish my covenant with you; neither shall all flesh be cut off any more by the waters of a flood; neither shall there any more be a flood to destroy the earth.,bible,fj->en,statement,bible|genesis|009|011,bible_genesis_verse__fj2en.csv,"""I will establish my covenant with thee: no, neither shall the earth be destroyed by the flood any more.""","""and I will establish my covenant with thee: neither shall there any more be a flood to destroy the earth.","""I will not give up my relationship with you: it will not, therefore, be destroyed again by the world in turmoil.""",I will establish my covenant with you: never again will the world be destroyed by a flood.,,,,,,,,,,,,,,,,,,,,
125,hello.,ni bula vinaka.,conversational,en->fj,greeting,conversational|years_9_10|00001,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,Bula.,bula.,Bula.,Bula.,,,,,,,,,,,,,,,,,,,,
126,"for the purpose of regulating essential services and industries, in the overall interests of the fijian economy and the citizens of fiji. employment relations .—() every person has the right to fair employment practices, including humane treatment and proper working conditions.","vakaituvatuvataki na cicivaki ni tabana ni veiqaravi e gadrevi kei na cicivaki ni veimataqali matacakacaka e gadrevi, ena vuku ni taraicake ni bula vakailavo e viti kei na lewei viti. veimaliwai vakacakacaka .—() na tamata taucoko e tiko vei ira na dodonu mera qaravi vakatautauvata ena gauna ni cakacaka, okati kina na nodra qaravi vinaka kei na tuvaki vinaka ni valenicakacaka. ----------------------- page -----------------------",legal,en->fj,right,constitution|8(2)(f),constitution - eng.txt,"me kena i naba ni veivakadonui ni lasutaki lelevu kei na veimataqali, ena i lavo ni veika e gadrevi ena i vakaro ni lewenivanua oqo. i veitikina ni cakacaka.—() na tamata yadua e tiko na noda i tavi me raici vinaka na nodra cakacaka, me vakaraitaka na veivakaturi kei na i tisi ni cakacaka vinaka.","Me vakatulewataki kina na veiqaravi bibi kei na tabana ni cakacaka, ena kena vinaka raraba ni i-lavo ni Viti kei na lewenivanua e Viti. Veiwekani ni cakacaka. —() Na tamata kecega e nona dodonu na i-vakarau ni cakacaka dodonu, oka kina na veidokai vakatamata kei na i-tuvaki ni cakacaka dodonu.","me baleta na kena vakalawataki na veiqaravi bibi kei na veitabacakacaka, ena veika raraba ni bula vakailavo e Viti kei ira na lewenivanua e Viti. veimaliwai vakacakacaka .—() e dodonu ni tamata yadua me dodonu na ivalavala ni cakacaka, oka kina na veiqaravi vakatamata kei na ituvaki dodonu ni cakacaka.","me baleta na inaki ni kena vakatulewataki na veiqaravi kei na cakacaka bibi, ena vuku ni bula vakailavo ni Viti kei ira na lewenivanua e Viti. veiwekani vakacakacaka .—() Na tamata yadua e tiko na dodonu ki na ivakarau dodonu ni veivakacakacakataki, oka kina na veiqaravi vakatamata kei na ivakarau dodonu ni cakacaka.",,,,,,,,,,,,,,,,,,,,
127,"me kua kina na lomatarotaro, na vakayagataki ni “e dodonu” ena","for the avoidance of doubt, use of the word “must” in this constitution imports obligation to the same extent as if the word “shall” were used.",legal,fj->en,legal_clause,constitution|157(12),constitution - itaukei.txt,"so that there is no doubt, the use of ""e dodonu"" in","for the avoidance of doubt, the use of “should” will","for the avoidance of doubt, the use of ""should"" in","I think it's important, the use of ""should"" in",,,,,,,,,,,,,,,,,,,,
128,na yacai tinaqu o mere.,my mother’s name is mere.,conversational,fj->en,statement,conversational|years_9_10|00006,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,My mother's name is Mere.,My mother's name was Mary.,and my mother's name was mere.,I don't know what to do.,,,,,,,,,,,,,,,,,,,,
129,husband's father's sister,nei,definition,en->fj,example,definition|000463,definition.xlsx::Sheet1,ganei tamai watina,aviomiehen isän sisar,ganei tamana na tagane vakawati,tama ni na itama,,,,,,,,,,,,,,,,,,,,
130,"na tamata yadua e bulia tiko e dua na lawasau, se tabaka e dua na ivola e tiko kina na kaukauwa vakalawa e dodonu me solia e dua na gauna mera vakaitavi na lewenivanua ena kena buli kei na raicilesu na tikinilawa ni se bera ni tabaki. kaukauwa ni palimedi me baleta na veidinadinati kei na veimatanitu","every citizen has the right to apply for and be issued a passport or similar travel document, in accordance with any condition prescribed by written law.",legal,fj->en,right,constitution|8(2),constitution - itaukei.txt,"each person who is drafting a bill, or publishing a document with legal force, should provide an opportunity for public participation in the drafting and review of the draft law before it is published. parliamentary powers for treaties with nations","Each individual is currently created by a law, or set down in a document that contains the broad authority that must be given at a time for the citizens to participate in the development and review of the regulations before being enacted. The authority of the parliament regarding consultations and collaborations.","Any person who is drafting a statute, or publishing a document that has legal force should give the public an opportunity to participate in the drafting and review of the statute before it is published. Powers of Parliament for treaties with nations","Every person who drafts a law, or publishes a document with legal force, must provide an opportunity for citizens to participate in its creation and review before it is published. The power of parliament concerning treaties and international relations.",,,,,,,,,,,,,,,,,,,,
131,"every citizen, and every other person lawfully in fiji, has the right to move freely throughout fiji and the right to leave fiji.","kevaka e sega ni tokona na peresitedi na lawa vakaturi ena loma ni gauna yalataki me vaka e virikotori ena wasetiki (), na lawa vakaturi sa na vakabau ena gauna e cava kina na gauna yalataki ena wasetiki (). taurivaki ni lawa .—() ena loma ni na siga ni oti na kena tokoni e dua na lawa vakaturi, na vunilawa me tabaka na lawa vakaturi ena itukutuku tabaki vakamatanitu me lawa ni palimedi.",legal,en->fj,right,constitution|8(3),constitution - eng.txt,"Na lewenivanua kece, kei na tamata tale eso era tiko vakalawa e Viti, e tiko na nodra dodonu mera veitosoyaki galala e Viti taucoko, kei na dodonu talega mera biuta na vanua o Viti.","na lewenivanua kece, kei na tamata kece tale eso e tiko vakalawa e Viti, e dodonu me veitosoyaki vakagalala e Viti taucoko kei na dodonu me biuti Viti.","Na lewenivanua yadua, kei ira kece tale na tamata e tiko vakalawa e Viti, e tu vua na dodonu me ra veitosoyaki galala e Viti kei na dodonu me biuti Viti.","na tamata ki na vanua kece, kei na tamata duidui tale eso e tiko tiko i Viti ena ai tuvatuva, e tiko vua na i tokani me yalataki vata kina e Viti kei na i tokani me biu i Viti.",,,,,,,,,,,,,,,,,,,,
132,era dau vakatarausese/sulu vakataga kei na sotenivuli na gonetagane i koronivuli.,boys wear school pants/sulu and shirt to school.,conversational,fj->en,statement,conversational|years_4_5|00035,Years 4 - 5_Conversational Vosa VakaViti and Fiji Hindi.txt,The schoolboy usually wore trousers or shorts and a school shirt.,the boys at school used to wear uniforms and socks.,The boys of the school used to dress up in uniforms and shirts.,There was miscommunication/insinuation in the boys' school.,,,,,,,,,,,,,,,,,,,,
133,vakayagataki vakamatau ni iyau ni matanitu;,"efficient, effective and economic use of public resources;",legal,fj->en,legal_clause,constitution|123(d),constitution - itaukei.txt,State resources are used wisely.,revenue-generating government assets;,responsible use of government resources;,prudent use of public resources;,,,,,,,,,,,,,,,,,,,,
134,"ni sa taukena na qele ni manumanu, na qele ni bulumakau, ka sa levu sara na nona dauveiqaravi. era sa vuvutaki koya na kai filisitia.","for he had possession of flocks, and possession of herds, and great store of servants: and the philistines envied him.",bible,fj->en,statement,bible|genesis|026|014,bible_genesis_verse__fj2en.csv,"He owned livestock land and cattle land, and he had many servants. The Philistines envied him.","As the earth of animals, the earth of cattle, is greatly its service. The Filisitia people have been oppressing him.","for he had possession of flocks and herds, and had many servants. and the Philistines were afraid of him.","for he possessed flocks, herds, and had many servants. And the Philistines envied him.",,,,,,,,,,,,,,,,,,,,
135,Na kena tarovi na gunu yaqona kei na wai gaga ni veivakamatenitaki e vukea na noda vakasama me rairai vinaka kina na sala ni wali ni leqa.,Avoiding alcohol and other drugs helps us think clearly about our problems.,medical,fj->en,information,medical|medical_misc|3dc747319fae,ocr_txt_bundle::medical_misc,Stopping the consumption of kava and intoxicating liquids helps our minds to clearly see the path to solutions.,"The combination of yaqona and clean water supports our ability to think clearly, thus improving the way we address problems.",Avoiding alcohol and drugs helps our mind to focus on the way of solving problems.,Avoiding alcoholism and poisonous drugs helps our minds become more effective problem-solvers.,,,,,,,,,,,,,,,,,,,,
136,"""sa sega beka ni tu oqori e matamu na vanua taucoko? au kerea, me daru sa tawase, kevaka o sa lako ki nai mawi, au na lako ki nai matau, se o lako ki nai matau, au na lako ki nai mawi. ""","is not the whole land before thee? separate thyself, i pray thee, from me: if thou wilt take the left hand, then i will go to the right; or if thou depart to the right hand, then i will go to the left.",bible,fj->en,statement,bible|genesis|013|009,bible_genesis_verse__fj2en.csv,"""is not the whole land before thee? let us, I pray thee, separate us: if thou wilt take the left hand, then I will go to the right; or if thou wilt take the right hand, then I will go to the left.""","Isn't the whole world there before you? I ask that we part ways; if you go to the left, I will go to the right, or if you go to the right, I will go to the left.","""Isn't the whole country in front of you? I ask, that we may separate from each other, and if thou wilt go to the left, I will go to the right; or if thou wilt go to the right, I will go to the left. ""","""Is there any reason that you are going to leave this place? I ask, let us divide, if you are going to the east, I will go to the west, or if you go to the west, I will go to the east.""",,,,,,,,,,,,,,,,,,,,
137,"kevaka e vakaraitaki na tikoleqa vakamatanitu ni sega ni dabe na palimedi, na sipika e dodonu me na kerea na nodra veivakadeitaki na lewenipalimedi ena veimataqali gaunisala ni veitaratara e rawa ena loma ni na aua mai na gauna sa vakaraitaki kina na tikoleqa vakamatanitu.","if the declaration of a state of emergency is made when parliament is not sitting, the speaker must, within hours upon the making of the declaration, seek confirmation of the declaration from the members of parliament through such measures of communication as necessary.",legal,fj->en,right,constitution|150(3),constitution - itaukei.txt,"If a state of emergency is declared while Parliament is not sitting, the Speaker must request the affirmation of the Members of Parliament through all possible means of communication within an hour from the time the state of emergency is declared.","If the national vacancy is declared when the prime minister is not seated, the party must seek the confirmation of the members of parliament through any possible means of communication within one hour of the date of the declaration of the national vacancy.","if a national emergency is declared when parliament is not sitting, the speaker shall seek the confirmation of members of parliament by all available means of communication within the hour of the emergency being declared.","Because the guidelines for public service provisions do not specify the parameters, the institution is required to request confirmation from the public when various forms of communications may occur during the time the public service provisions are highlighted.",,,,,,,,,,,,,,,,,,,,
138,Vascular dementia is caused by poor blood supply to the brain.,Na vascular dementia e vakavuna na sega ni veirauti vinaka na dra e drodro ki na mona.,medical,en->fj,instruction,medical|dementia_support|41da5eb908da,ocr_txt_bundle::dementia_support,Na vascular dementia e vu mai na sega ni vinaka na dra ki na mona.,Vascular dementia e vu mai na lailai ni dra e gole ki na mona.,Na mate ni vakasama e vu mai na kena sega ni curu vinaka na dra ina uto.,E na vosa na vuku ni vasu ni veika e tiko e na yalo.,,,,,,,,,,,,,,,,,,,,
139,na cava o bera mai kina i koronivuli?,why are you late to school?,conversational,fj->en,question,conversational|years_9_10|00098,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,What are you bringing from school?,Why are you late for school?,Why were you late for school?,why are you late for school?,,,,,,,,,,,,,,,,,,,,
140,luve-,child (offspring),definition,fj->en,headword,definition|000352,definition.xlsx::Sheet1,luve-,son-,Luve-,child,,,,,,,,,,,,,,,,,,,,
141,better,vinaka (cake),definition,en->fj,headword,definition|000777,definition.xlsx::Sheet1,vinaka,vinaka cake,Vinaka cake,vinaka cake,,,,,,,,,,,,,,,,,,,,
142,tala or tala simede,[Literal Translation:to unload cement] [Meaning:It may refer to having sex after long abstinence. (b) vaqara tala Literally translated as to go and unload. Meaning: To look for sexual opportunities. (c) Me laki rawataki ikeri na nomu tala? You are going to try your luck there at having sex?],idiom,fj->en,idiom_literal,idiom|idioms|000040|literal,Fijian Idioms - Copy.txt,Logs or Logs,concrete floor or floor,speak or speak simply,to order or to order cement,,,,,,,,,,,,,,,,,,,,
