domain,direction,source_id,source_text,target_text,semantic_cosine,semantic_flag_low
legal,en->fj,constitution|82(b),holds only a fijian citizenship;,lewenivanua ga e viti;,-0.029880779,True
legal,en->fj,constitution|1(7),"subject to the provisions of this constitution, laws made, and administrative and judicial actions taken, after the commencement of this constitution, are subject to the provisions of this chapter.","kevaka e dua tale na tikina ena yavunivakavulewa qo e yalana, na lawa buli, na veiqaravi kei na lewa e tau ni sa taurivaki na yavunivakavulewa qo, era na vakarurugi ena wase qo.",-0.02979635,True
legal,fj->en,constitution|1(7),"kevaka e dua tale na tikina ena yavunivakavulewa qo e yalana, na lawa buli, na veiqaravi kei na lewa e tau ni sa taurivaki na yavunivakavulewa qo, era na vakarurugi ena wase qo.","subject to the provisions of this constitution, laws made, and administrative and judicial actions taken, after the commencement of this constitution, are subject to the provisions of this chapter.",-0.02979635,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0008370,wa,"coro n. thin, strong vine, white sweet-smelling flowers, small black fruit. useful for binding, gynochthodes ovalifolia, rubiaceae.",-0.029382054,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0005794,expropriated,"the land. some of their land claims are disputed by fijians. sawani is a place-name on the waimanu river, location of adi cakobau school.",-0.029038558,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0003315,when,"the tuber is rather overly mature. the leaf-rib s are all stripped out carefully, and the leaf is",-0.028916162,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0003500,immigrants,who were pygmy-size. there is no fantasy associated with them. they are distinct from,-0.028726522,True
legal,en->fj,constitution|88(4),"in deciding whether to remove the president from office, parliament must act in accordance with the advice given by the tribunal or the medical board, as the case may be.","ena kena vakatulewataki na vakacegui ni peresitedi, na palimedi me na vakatulewa vakamatau ka salavata na ivakasala ni mataveivaqaqai kei na matabose ni bula.",-0.028487705,True
legal,fj->en,constitution|88(4),"ena kena vakatulewataki na vakacegui ni peresitedi, na palimedi me na vakatulewa vakamatau ka salavata na ivakasala ni mataveivaqaqai kei na matabose ni bula.","in deciding whether to remove the president from office, parliament must act in accordance with the advice given by the tribunal or the medical board, as the case may be.",-0.028487705,True
legal,fj->en,constitution|149(a),"tauyavutaka e dua na ivakarau ni cakacaka e veiganiti vua na peresitedi, sipika, ivukevuke ni sipika, paraiminisita, minisita, lewenipalimedi, o ira na taura na itutu ni valenivolavola a tauyavutaka se tomani na kena qaravi ena yavunivakavulewa qo se ena lawa tabaki, lewenimatabose, vunivola tudei, mataki se ira na mata ni matanitu kei ira na taura na itutu e tauyavutaki vakalawa se ira na veiliutaki ena veitabacakacaka e tauyavutaki vakalawa, kei na vakailesilesi tale e so (oka kina na valenivolavola ni lewenivanua ) me vaka e virikotori ena lawa tabaki;","of the assets and liabilities and financial interests of the officer, and of such other direct relatives of the officer as may be prescribed, to the accountability and transparency commission, and for such declarations to be accessible to the public. freedom of information",-0.028203689,True
legal,en->fj,constitution|149(a),"of the assets and liabilities and financial interests of the officer, and of such other direct relatives of the officer as may be prescribed, to the accountability and transparency commission, and for such declarations to be accessible to the public. freedom of information","tauyavutaka e dua na ivakarau ni cakacaka e veiganiti vua na peresitedi, sipika, ivukevuke ni sipika, paraiminisita, minisita, lewenipalimedi, o ira na taura na itutu ni valenivolavola a tauyavutaka se tomani na kena qaravi ena yavunivakavulewa qo se ena lawa tabaki, lewenimatabose, vunivola tudei, mataki se ira na mata ni matanitu kei ira na taura na itutu e tauyavutaki vakalawa se ira na veiliutaki ena veitabacakacaka e tauyavutaki vakalawa, kei na vakailesilesi tale e so (oka kina na valenivolavola ni lewenivanua ) me vaka e virikotori ena lawa tabaki;",-0.028203689,True
conversational,fj->en,conversational|years_9_10|00095,sa daro na bose nimataka.,tomorrow’s meeting is cancelled.,-0.027314093,True
conversational,en->fj,conversational|years_9_10|00095,tomorrow’s meeting is cancelled.,sa daro na bose nimataka.,-0.027314074,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0002430,norway,"rat is also responsible for carrying the flea that is the vector for bubonic plague, which has never been know to occur in fiji. surprisingly, there are some fifteen cases a year in the u .s.a.",-0.026600948,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0002067,nothing,more is known of their old relationship. it is well known that the ancestral god degei takes,-0.025932275,True
legal,en->fj,constitution|133,"the constitutional offices commission has such functions and responsibilities as prescribed in this constitution or by any other written law, and shall be responsible for providing advice to the president for the appointment of the following offices—","na matabose ni valenivolavola ni yavunivakavulewa e yavutaki na nona itavi ena yavunivakavulewa qo kei na lawa tabaki tale e so, me soli ivakasala vua na peresitedi ena kena digitaki na—",-0.025728054,True
legal,fj->en,constitution|133,"na matabose ni valenivolavola ni yavunivakavulewa e yavutaki na nona itavi ena yavunivakavulewa qo kei na lawa tabaki tale e so, me soli ivakasala vua na peresitedi ena kena digitaki na—","the constitutional offices commission has such functions and responsibilities as prescribed in this constitution or by any other written law, and shall be responsible for providing advice to the president for the appointment of the following offices—",-0.025728054,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0003159,kubu-i-sue,"lower, less prestigious and less private end of a house where the cooking was done in a corner, in former times. for fire safety, the british required that a kitchen house be built next to the",-0.025003256,True
legal,en->fj,constitution|146(q),the chairperson and members of the public service disciplinary tribunal;,na jemeni kei na lewe ni mataveivaqaqai ni kudru ni veiqaravi vakamatanitu;,-0.02484421,True
legal,fj->en,constitution|146(q),na jemeni kei na lewe ni mataveivaqaqai ni kudru ni veiqaravi vakamatanitu;,the chairperson and members of the public service disciplinary tribunal;,-0.024844194,True
medical,en->fj,medical|medical_misc|983a2ced9ae5,A medical certificate can provide 14 days of self-isolation at home.,Na ivola ni tauvimate e rawa ni solia na 14 na siga ni tiko vakatikitiki e vale.,-0.024704125,True
medical,fj->en,medical|medical_misc|983a2ced9ae5,Na ivola ni tauvimate e rawa ni solia na 14 na siga ni tiko vakatikitiki e vale.,A medical certificate can provide 14 days of self-isolation at home.,-0.024704125,True
medical,en->fj,medical|medical_misc|7b747939edc5,"If you experience difficulty breathing, seek immediate medical attention.","Kevaka o vakila na taqa ni icegu, qarai vakatotolo na veivuke vakavuniwai.",-0.024701163,True
medical,fj->en,medical|medical_misc|7b747939edc5,"Kevaka o vakila na taqa ni icegu, qarai vakatotolo na veivuke vakavuniwai.","If you experience difficulty breathing, seek immediate medical attention.",-0.024701163,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001678,been totally,"autocratic, including choice of the script of teaching. meetings are held in private homes.",-0.024582656,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0000081,established,"commercial variety is the ripley queen, small, very thorny, very juicy and sweet. the",-0.024320811,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0005590,is,"village qoma, formerly turtle fishermen for verata, located on two very small islands off the northern coast of tailevu.",-0.024254369,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0003715,number no longer,attend christian services. indigenous spirits and religious notions co-exist with fijian versions of christianity.,-0.023646705,True
legal,en->fj,constitution|109(14),"the commission shall have the authority to appoint, remove and discipline all staff (including administrative staff) in the commission.","na matabose e tu vua na kaukauwa me vakacakacakataka, vakaceguya, se totogitaka na vakailesilesi taucoko (oka kina o ira na veiqaravi e valenivolavola) ena valenivolavola ni matabose.",-0.022881432,True
legal,fj->en,constitution|109(14),"na matabose e tu vua na kaukauwa me vakacakacakataka, vakaceguya, se totogitaka na vakailesilesi taucoko (oka kina o ira na veiqaravi e valenivolavola) ena valenivolavola ni matabose.","the commission shall have the authority to appoint, remove and discipline all staff (including administrative staff) in the commission.",-0.022881432,True
legal,en->fj,constitution|88(3)(c),"the tribunal or medical board shall enquire into the matter and furnish a written report, including its advice on whether the president should be removed from office, to the chief justice, who shall refer the report to the prime minister for tabling in parliament.","mataveivaqaqai se matabose ni bula me dikeva na leqa qo qai vakarautaka e dua na kena ripote vua na navosavakadua, oka ena ripote na vakatutu ni nona vakacegui na peresitedi. navosavakadua ena qai vagolea na ripote vua na paraiminisita me na qai vakaraitaka ena palimedi.",-0.022783969,True
legal,fj->en,constitution|88(3)(c),"mataveivaqaqai se matabose ni bula me dikeva na leqa qo qai vakarautaka e dua na kena ripote vua na navosavakadua, oka ena ripote na vakatutu ni nona vakacegui na peresitedi. navosavakadua ena qai vagolea na ripote vua na paraiminisita me na qai vakaraitaka ena palimedi.","the tribunal or medical board shall enquire into the matter and furnish a written report, including its advice on whether the president should be removed from office, to the chief justice, who shall refer the report to the prime minister for tabling in parliament.",-0.022783969,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0004452,hanging,"it over a fireplace for a few days. this facilitates removing the skin, and may sweeten the fruit. fijians used juice from the leaves to treat external infections and indeed, the plant has been",-0.022537723,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0000379,wetness,"well. bananas were grown in the highlands, but also taro and yaqona, and then transported",-0.022255536,True
legal,en->fj,constitution|8(2)(e),"for the purposes of regulating collective bargaining processes, providing mechanisms for the resolution of employment disputes and grievances, and regulating strikes and lockouts; or","me kua ni vesu, vakavo ke sa sega tale ni dua na iwali e tiko, ia kevaka e vesu, me—",-0.022106962,True
legal,fj->en,constitution|8(2)(e),"me kua ni vesu, vakavo ke sa sega tale ni dua na iwali e tiko, ia kevaka e vesu, me—","for the purposes of regulating collective bargaining processes, providing mechanisms for the resolution of employment disputes and grievances, and regulating strikes and lockouts; or",-0.022106873,True
legal,fj->en,constitution|124(7)(a),digitaka na vakailesilesi ni tabana ni veivakadodonutaki e viti;,to appoint persons to the fiji corrections service;,-0.022093147,True
legal,en->fj,constitution|124(7)(a),to appoint persons to the fiji corrections service;,digitaka na vakailesilesi ni tabana ni veivakadodonutaki e viti;,-0.022093147,True
legal,en->fj,constitution|109(11),"the members of the commission shall be entitled to such remuneration as determined by the president acting on the advice of the judicial services commission following consultation by the judicial services commission with the attorney-general, and any such remuneration must not be varied to their disadvantage, except as part of an overall austerity reduction similarly applicable to all officers of the state.","na lewenimatabose me na saumi ena isau ni veiqaravi e vakatautaka na peresitedi ena ivakasala ni matabose veiqaravi ni mataveilewai ni salamuria na veitalanoa kei na vunilawa, ia na isau me kua ni veisautaki vakavo ke vakayacori e dua na veisau me vakalailaitaki kina na isau, na veisau me vakayacori vakatautauvata vei ira kece na vakailesilesi vakamatanitu.",-0.021830179,True
legal,fj->en,constitution|109(11),"na lewenimatabose me na saumi ena isau ni veiqaravi e vakatautaka na peresitedi ena ivakasala ni matabose veiqaravi ni mataveilewai ni salamuria na veitalanoa kei na vunilawa, ia na isau me kua ni veisautaki vakavo ke vakayacori e dua na veisau me vakalailaitaki kina na isau, na veisau me vakayacori vakatautauvata vei ira kece na vakailesilesi vakamatanitu.","the members of the commission shall be entitled to such remuneration as determined by the president acting on the advice of the judicial services commission following consultation by the judicial services commission with the attorney-general, and any such remuneration must not be varied to their disadvantage, except as part of an overall austerity reduction similarly applicable to all officers of the state.",-0.021830179,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0007500,saddleback,"snapper, paracaesio kusakarii, with four dark yellow patch on its sides, against a sight silver background. there is a very similar species, somehat smaller, p. stonei, cocoa snapper, that has three or four dark patches on each side, against a yellowish background.",-0.021478053,True
legal,en->fj,constitution|52(3)(e),"any office in a state service, including public service and the disciplined force;","na valenivolavola ni matanitu, okati kina na vakailesilesi vakamatanitu, kei na tabana ni veitaqomaki;",-0.021463834,True
legal,fj->en,constitution|52(3)(e),"na valenivolavola ni matanitu, okati kina na vakailesilesi vakamatanitu, kei na tabana ni veitaqomaki;","any office in a state service, including public service and the disciplined force;",-0.021463834,True
legal,fj->en,constitution|1(6),"kevaka e dua tale na tikina ena yavunivakavulewa qo e yalana, na wase qo e okati kina na lawa taucoko ena gauna sa taurivaki kina na yavunivakavulewa qo.","subject to the provisions of this constitution, this chapter applies to all laws in force at the commencement of this constitution.",-0.021265902,True
legal,en->fj,constitution|1(6),"subject to the provisions of this constitution, this chapter applies to all laws in force at the commencement of this constitution.","kevaka e dua tale na tikina ena yavunivakavulewa qo e yalana, na wase qo e okati kina na lawa taucoko ena gauna sa taurivaki kina na yavunivakavulewa qo.",-0.021265902,True
